LMK_KEY,ADDRESS1,ADDRESS2,ADDRESS3,POSTCODE,BUILDING_REFERENCE_NUMBER,CURRENT_OPERATIONAL_RATING,YR1_OPERATIONAL_RATING,YR2_OPERATIONAL_RATING,OPERATIONAL_RATING_BAND,ELECTRIC_CO2,HEATING_CO2,RENEWABLES_CO2,PROPERTY_TYPE,INSPECTION_DATE,LOCAL_AUTHORITY,CONSTITUENCY,COUNTY,LODGEMENT_DATE,MAIN_BENCHMARK,MAIN_HEATING_FUEL,OTHER_FUEL,SPECIAL_ENERGY_USES,RENEWABLE_SOURCES,TOTAL_FLOOR_AREA,ANNUAL_THERMAL_FUEL_USAGE,TYPICAL_THERMAL_FUEL_USAGE,ANNUAL_ELECTRICAL_FUEL_USAGE,TYPICAL_ELECTRICAL_FUEL_USAGE,RENEWABLES_FUEL_THERMAL,RENEWABLES_ELECTRICAL,YR1_ELECTRICITY_CO2,YR2_ELECTRICITY_CO2,YR1_HEATING_CO2,YR2_HEATING_CO2,YR1_RENEWABLES_CO2,YR2_RENEWABLES_CO2,AIRCON_PRESENT,AIRCON_KW_RATING,ESTIMATED_AIRCON_KW_RATING,AC_INSPECTION_COMMISSIONED,BUILDING_ENVIRONMENT,BUILDING_CATEGORY,ADDRESS,LOCAL_AUTHORITY_LABEL,CONSTITUENCY_LABEL,POSTTOWN,NOMINATED_DATE,OR_ASSESSMENT_END_DATE,LODGEMENT_DATETIME,OCCUPANCY_LEVEL,UPRN,UPRN_SOURCE
83859750022017040213154682210050,,Kings College,22 Kingsway,WC2B 6LE,588854260000,59,54,,C,484,150,0,University Campus,2016-09-20,E09000033,E14000639,Greater London Authority,2017-04-02,University Campus,Natural Gas,,,,12642,61,211,70,80,0,0,447,,114,,0,,Yes,,3,5,Air Conditioning,S4;,"Kings College, 22 Kingsway",Westminster,Cities of London and Westminster,LONDON,2016-11-30,2016-08-31,2017-04-02 13:15:46,Standard Occupancy,100023430773,Address Matched
6373050962013110411444742700050,,Royal Academy of Music,Marylebone Road,NW1 5HT,547254200000,89,99,103,D,487,258,0,University Campus,2013-10-30,E09000033,E14000639,Greater London Authority,2013-11-04,University Campus,Natural Gas,,,,7790,171,274,114,98,0,0,591,627,191,203,0,0,Yes,,2,5,Mixed-mode with Mechanical Ventilation,S4;,"Royal Academy of Music, Marylebone Road",Westminster,Cities of London and Westminster,LONDON,2013-10-31,2013-08-01,2013-11-04 11:44:47,Extended Occupancy,10033538190,Address Matched
6373050022018022215162842990050,,Royal Academy of Music,Marylebone Road,NW1 5HT,547254200000,77,78,83,D,373,161,0,University Campus,2018-01-10,E09000033,E14000639,Greater London Authority,2018-02-22,University Campus,Natural Gas,,,,8112,103,215,84,80,0,0,375,439,145,216,0,0,Yes,,2,5,Mixed-mode with Mechanical Ventilation,S4;,"Royal Academy of Music, Marylebone Road",Westminster,Cities of London and Westminster,LONDON,2017-10-31,2017-08-01,2018-02-22 15:16:28,Standard Occupancy,10033538190,Address Matched
96726690002016050915135854100050,,Dorothy Gardner Centre,293 Shirland Road,W9 3JY,409919150000,116,,,E,23,18,0,Schools And Seasonal Public Buildings,2016-05-04,E09000033,E14001036,Greater London Authority,2016-05-09,Schools And Seasonal Public Buildings,Natural Gas,,,,728.5,127,139,58,40,0,0,,,,,,,Yes,,2,3,Heating and Natural Ventilation,S3;,"Dorothy Gardner Centre, 293 Shirland Road",Westminster,Westminster North,LONDON,2016-01-01,2015-10-01,2016-05-09 15:13:58,Standard Occupancy,100023514464,Address Matched
29400540442017060910160101100050,,The Naim Dangoor Centre,255 Harrow Road,W2 5EZ,744434100000,127,104,104,F,596,93,0,Schools And Seasonal Public Buildings,2017-05-09,E09000033,E14001036,Greater London Authority,2017-06-09,Schools And Seasonal Public Buildings,Natural Gas,,,Solar PV: 1 kWh Electricity,11150,43,137,97,40,0,0,646,601,140,153,0,0,Yes,,2,5,Heating and Natural Ventilation,S3;,"The Naim Dangoor Centre, 255 Harrow Road",Westminster,Westminster North,LONDON,2017-06-30,2017-03-31,2017-06-09 10:16:01,Standard Occupancy,10033596115,Address Matched
15068810142010061413180954400050,,National Portrait Gallery,39-40 Orange Street,WC2H 7HS,819331450000,221,9999,,G,1540,464,0,Cultural Activities; Restaurant,2010-05-04,E09000033,E14000639,Greater London Authority,2010-06-14,Cultural Activities,Natural Gas,,,,10084,237,219,278,86,0,0,0,,0,,0,,Yes,,3,5,Air Conditioning,H4; H1;,"National Portrait Gallery, 39-40 Orange Street",Westminster,Cities of London and Westminster,LONDON,2010-05-29,2010-03-31,2010-06-14 13:18:09,,10033547377,Address Matched
41254400062019073020561985730052,QUEENS ROYAL COURTS OF JUSTICE,Royal Courts of Justice,Strand,WC2A 2LL,581105500002,83,121,90,D,366,148,0,General Office,2019-07-30,E09000033,E14000639,Greater London Authority,2019-07-30,General Office,Natural Gas,,,,8536,90,106,78,95,0,0,644,440,122,125,0,0,Yes,972,,1,Heating and Mechanical Ventilation,C1;,"QUEENS ROYAL COURTS OF JUSTICE, Royal Courts of Justice, Strand",Westminster,Cities of London and Westminster,LONDON,2019-07-01,2019-04-01,2019-07-30 20:56:19,Standard Occupancy,100023430224,Address Matched
1745880062009093011424956210180,,Palace of Westminster,,SW1A 0AA,853883680000,146,207,,F,8611,3987,,Covered car park; Cultural activities; General accommodation; General office; Restaurant,2009-09-29,E09000033,E14000639,Greater London Authority,2009-09-30,General office,Natural Gas,,,,122223,168,118,128,86,0,0,8098,,3885,,,,No,,,4,Heating and Natural Ventilation,S1; H4; S8; C1; H1;,Palace of Westminster,Westminster,Cities of London and Westminster,LONDON,2009-09-30,2009-06-30,2009-09-30 11:42:49,,,
86283250022019071615351655960180,,190 Vauxhall Bridge Road,,SW1V 1DX,852055510000,133,162,120,F,113,32,0,General Office,2019-06-19,E09000033,E14000639,Greater London Authority,2019-07-16,General Office,Natural Gas,,,,1500,109,106,137,95,0,0,135,119,73,34,0,0,Yes,,2,3,Heating and Mechanical Ventilation,C1;,190 Vauxhall Bridge Road,Westminster,Cities of London and Westminster,LONDON,2019-06-06,2019-04-01,2019-07-16 15:35:16,Standard Occupancy,100023340106,Address Matched
4980520062010022409580267020180,,7a Woodfield Road,,W9 3XZ,862626750000,172,,,G,299,176,0,Long Term Residential,2010-02-09,E09000033,E14001036,Greater London Authority,2010-02-24,Long Term Residential,Natural Gas,,,,2392,381,410,228,65,0,0,,,,,,,Yes,,1,5,Heating and Mechanical Ventilation,S7;,7a Woodfield Road,Westminster,Westminster North,LONDON,2009-10-01,2009-09-01,2010-02-24 09:58:02,,,
139239320922019121917464561920180,,Department of Health,39 Victoria Street,SW1H 0EU,866029110000,116,87,,E,601,85,0,General Office,2019-12-19,E09000033,E14000639,Greater London Authority,2019-12-19,General Office,Natural Gas,,,,8100,54,107,135,95,0,0,394,,126,,0,,Yes,,3,5,Heating and Natural Ventilation,C1;,"Department of Health, 39 Victoria Street",Westminster,Cities of London and Westminster,LONDON,2019-12-30,2019-09-30,2019-12-19 17:46:45,Standard Occupancy,100023337655,Address Matched
2296453912009092215281908000189,,Townsend House,Greycoat Place,SW1P 1BL,198638480000,103,86,86,E,125,60,,General office,2009-09-15,E09000033,E14000639,Greater London Authority,2009-09-22,General office,Natural Gas,,,,2096,148,125,108,111,0,0,117,117,31,31,,,Yes,,2,3,Mixed-mode with Mechanical Ventilation,C1;,"Townsend House, Greycoat Place",Westminster,Cities of London and Westminster,LONDON,2009-09-30,2009-07-31,2009-09-22 15:28:19,,10033599920,Address Matched
85186665032015021713012072000190,,4-16 Little Titchfield Street,,W1W 7BY,607210390000,90,95,89,D,457,164,0,University Campus,2015-02-03,E09000033,E14000639,Greater London Authority,2015-02-17,University Campus,Natural Gas,,,,8199,103,206,101,80,0,0,515,501,191,145,0,0,Yes,,2,5,Mixed-mode with Mechanical Ventilation,S4;,4-16 Little Titchfield Street,Westminster,Cities of London and Westminster,LONDON,2015-02-01,2014-12-31,2015-02-17 13:01:20,Standard Occupancy,,
2120056032016021115440894000190,,Metropolitan Police,"New Scotland Yard, 8-10 Broadway",SW1H 0BG,509411280000,225,101,100,G,10586,2979,0,Emergency Services,2016-02-11,E09000033,E14000639,Greater London Authority,2016-02-11,Emergency Services,Natural Gas,,,,55900,275,357,344,70,0,0,2998,2995,2942,3514,0,0,Yes,,2,5,Mixed-mode with Mechanical Ventilation,S9;,"Metropolitan Police, New Scotland Yard, 8-10 Broadway",Westminster,Cities of London and Westminster,LONDON,2015-09-01,2015-08-31,2016-02-11 15:44:08,Standard Occupancy,,
138932971032019102209401808900190,,U C L Institute of Prion Disease,33 Cleveland Street,W1W 7FF,706815550000,107,63,,E,650,120,0,Laboratory Or Operating Theatre,2019-10-10,E09000033,E14000639,Greater London Authority,2019-10-22,Laboratory Or Operating Theatre,Natural Gas,,,,3272,189,206,361,328,0,0,341,,119,,0,,Yes,,3,3,Air Conditioning,S10;,"U C L Institute of Prion Disease, 33 Cleveland Street",Westminster,Cities of London and Westminster,LONDON,2019-10-31,2019-08-01,2019-10-22 09:40:18,Extended Occupancy,100023469187,Address Matched
38497690022019061914103817960193,BLOCK E,Chelsea College of Art & Design,16 John Islip Street,SW1P 4JU,910398750003,63,71,68,C,93,52,0,University Campus,2019-06-19,E09000033,E14000639,Greater London Authority,2019-06-19,University Campus,Natural Gas,,,,2687,99,213,63,80,0,0,114,111,54,47,0,0,No,,,4,Heating and Natural Ventilation,S4;,"BLOCK E, Chelsea College of Art & Design, 16 John Islip Street",Westminster,Cities of London and Westminster,LONDON,2019-07-22,2019-05-01,2019-06-19 14:10:38,Standard Occupancy,10033569512,Address Matched
24190266032016081917410837000194,,Imperial College London,"Southside, Princes Gardens",SW7 1LU,648715470000,67,64,,C,676,296,0,Long Term Residential,2016-05-07,E09000033,E14000639,Greater London Authority,2016-08-19,Long Term Residential,Natural Gas,,,,13561,113,367,91,65,0,0,694,,259,,0,,No,,,5,Heating and Natural Ventilation,S7;,"Imperial College London, Southside, Princes Gardens",Westminster,Cities of London and Westminster,LONDON,2016-05-08,2016-04-02,2016-08-19 17:41:08,Standard Occupancy,,
693350032011092823130160000194,,Edward Wilson Primary School,Senior Street,W2 5TL,549012570000,17,19,,A,14,11,0,Schools And Seasonal Public Buildings,2010-09-26,E09000033,E14001036,Greater London Authority,2011-09-28,Schools And Seasonal Public Buildings,Natural Gas,,,,2843,19,148,9,40,0,0,17,,10,,,,No,,,4,Heating and Natural Ventilation,S3;,"Edward Wilson Primary School, Senior Street",Westminster,Westminster North,LONDON,2010-08-01,2010-07-31,2011-09-28 23:13:01,Standard Occupancy,10033599483,Address Matched
43644351432019040210493864000194,STRAND BUILDING,Kings College London,Strand,WC2R 2LS,546412410004,91,94,94,D,3819,886,0,University Campus; Restaurant; Laboratory Or Operating Theatre; General Office,2019-01-16,E09000033,E14000639,Greater London Authority,2019-04-02,University Campus,Natural Gas,,,,58216,78,225,119,82,0,0,4018,4026,729,698,0,0,Yes,,3,5,Mixed-mode with Mechanical Ventilation,S4; H1; S10; C1;,"STRAND BUILDING, Kings College London, Strand",Westminster,Cities of London and Westminster,LONDON,2018-11-30,2018-09-01,2019-04-02 10:49:38,Standard Occupancy,100022807697,Address Matched
66827747032014031009530024900196,,London School of Economics & Political Science,"Kings Chambers, 29-31 Portugal Street",WC2A 2HF,464417080000,62,72,,C,39,15,0,University Campus,2013-12-12,E09000033,E14000639,Greater London Authority,2014-03-10,University Campus,Natural Gas,,,,780,99,281,92,106,0,0,40,,13,,0,,Yes,,2,1,Heating and Mechanical Ventilation,S4;,"London School of Economics & Political Science, Kings Chambers, 29-31 Portugal Street",Westminster,Cities of London and Westminster,LONDON,2013-12-18,2013-10-31,2014-03-10 09:53:00,Extended Occupancy,,
7245094032014110611004861900198,,Valuation Office Agency,"Wingate House, 93-107 Shaftesbury Avenue",W1D 5BY,985113800000,152,155,169,G,358,166,0,General Office,2014-11-06,E09000033,E14000639,Greater London Authority,2014-11-06,General Office,Oil,,,,4198.75,149,112,155,110,0,0,378,443,181,145,0,0,Yes,,3,5,Mixed-mode with Mechanical Ventilation,C1;,"Valuation Office Agency, Wingate House, 93-107 Shaftesbury Avenue",Westminster,Cities of London and Westminster,LONDON,2014-09-30,2014-06-30,2014-11-06 11:00:48,Extended Occupancy,,
1495410032010113020210415900198,,The Parliamentary Offices,"Portcullis House, Bridge Street",SW1A 2LW,181510500000,128,192,203,F,1715,409,0,General Office; Restaurant,2010-11-19,E09000033,E14000639,Greater London Authority,2010-11-30,General Office,Natural Gas,,,,18098,117,141,172,117,0,0,2001,2077,675,673,0,0,No,,,4,Mixed-mode with Mechanical Ventilation,C1; H1;,"The Parliamentary Offices, Portcullis House, Bridge Street",Westminster,Cities of London and Westminster,LONDON,2010-10-01,2010-09-01,2010-11-30 20:21:04,Standard Occupancy,200002501505,Address Matched
692886952010020314384809900202,,Carlton Dene,45 Kilburn Park Road,NW6 5XD,222569500000,165,199,,G,86,143,,Long term residential,2009-11-18,E09000033,E14001036,Greater London Authority,2010-02-03,Long term residential,Natural Gas,,,,1200,614,410,130,65,0,0,98,,169,,,,No,,,4,Heating and Natural Ventilation,S7;,"Carlton Dene, 45 Kilburn Park Road",Westminster,Westminster North,LONDON,2009-10-01,2009-08-31,2010-02-03 14:38:48,,100022770390,Address Matched
5800571332009102809521384900207,CLEMENT HOUSE,London School of Economics & Political Science,Houghton Street,WC2A 2AE,770421250003,46,48,,B,201,110,,University campus,2009-10-28,E09000033,E14000639,Greater London Authority,2009-10-28,University campus,Natural Gas,,,,6230,91,267,59,105,0,0,207,,140,,,,Yes,,2,3,Mixed-mode with Mechanical Ventilation,S4;,"CLEMENT HOUSE, London School of Economics & Political Science, Houghton Street",Westminster,Cities of London and Westminster,LONDON,2009-10-28,2009-08-31,2009-10-28 09:52:13,,100023430221,Address Matched
3087710062012022412523020990210,,United Kingdom Passport Agency,"Globe House, 89 Eccleston Square",SW1V 1PN,126516090000,254,238,272,G,1104,202,0,General Office,2012-01-12,E09000033,E14000639,Greater London Authority,2012-02-24,General Office,Natural Gas,,,,7072,147,106,284,95,0,0,1034,1134,235,270,0,0,Yes,488,,5,Air Conditioning,C1;,"United Kingdom Passport Agency, Globe House, 89 Eccleston Square",Westminster,Cities of London and Westminster,LONDON,2012-01-13,2011-12-30,2012-02-24 12:52:30,Standard Occupancy,200002011929,Address Matched
3087710062011091116122120990210,,United Kingdom Passport Agency,"Globe House, 89 Eccleston Square",SW1V 1PN,126516090000,238,272,229,G,1034,235,0,General Office,2011-01-12,E09000033,E14000639,Greater London Authority,2011-09-11,General Office,Natural Gas,,,,6941,174,127,271,95,0,0,1134,1157,270,194,0,0,Yes,488,,5,Air Conditioning,C1;,"United Kingdom Passport Agency, Globe House, 89 Eccleston Square",Westminster,Cities of London and Westminster,LONDON,2011-01-13,2011-01-01,2011-09-11 16:12:21,Standard Occupancy,200002011929,Address Matched
2411160202010093014265852500210,,Inner London & City Family Proceedings Court,,W1A 3AE,125916550000,71,127,156,C,141,57,0,General Office,2010-09-22,E09000033,E14000639,Greater London Authority,2010-09-30,General Office,Natural Gas,,,,3361,88,125,76,107,0,0,156,162,74,89,0,0,Yes,,2,5,Air Conditioning,C1;,Inner London & City Family Proceedings Court,Westminster,Cities of London and Westminster,LONDON,2010-10-01,2010-08-31,2010-09-30 14:26:58,,,
679120642018101511331920900210,,College Park School,Garway Road,W2 4PH,260832920000,130,,,F,114,36,0,Schools And Seasonal Public Buildings,2018-09-20,E09000033,E14001036,Greater London Authority,2018-10-15,Schools And Seasonal Public Buildings,Natural Gas,,,,2337,,,,,,,,,,,,,Yes,,2,3,Heating and Natural Ventilation,S3;,"College Park School, Garway Road",Westminster,Westminster North,LONDON,2018-09-01,2018-07-01,2018-10-15 11:33:19,Standard Occupancy,100023482156,Address Matched
16480670642010072921465829800230,,111 Charing Cross Road,,WC2H 0DU,665977820000,60,200,,C,93,47,0,University campus,2010-07-21,E09000033,E14000639,Greater London Authority,2010-07-29,University campus,Oil,,,,2611,68,231,65,80,0,0,160,,478,,0,,Yes,,2,3,Heating and Natural Ventilation,S4;,111 Charing Cross Road,Westminster,Cities of London and Westminster,LONDON,2010-04-01,2010-02-28,2010-07-29 21:46:58,,,
120979040062018021217594938920232,REGENT STREET CINEMA,University of Westminster,309 Regent Street,W1B 2HW,337840830002,70,87,,C,78,16,0,Entertainment Halls,2018-02-12,E09000033,E14000639,Greater London Authority,2018-02-12,Entertainment Halls,Natural Gas,,,,867,97,379,164,150,0,0,102,,17,,0,,Yes,,2,5,Air Conditioning,H5;,"REGENT STREET CINEMA, University of Westminster, 309 Regent Street",Westminster,Cities of London and Westminster,LONDON,2018-01-31,2017-12-31,2018-02-12 17:59:49,Standard Occupancy,10033542315,Address Matched
93552270602015042016055470030240,RICS HEADQUARTERS,The Royal Institution of Chartered Surveyors,12 Great George Street,SW1P 3AD,868467070003,108,118,108,E,300,48,0,General Office,2015-04-20,E09000033,E14000639,Greater London Authority,2015-04-20,General Office,Natural Gas,,,,4318,57,115,127,95,0,0,335,0,46,0,0,0,Yes,,3,1,Mixed-mode with Mechanical Ventilation,C1,"RICS HEADQUARTERS, The Royal Institution of Chartered Surveyors, 12 Great George Street",Westminster,Cities of London and Westminster,LONDON,2014-03-01,2014-03-01,2015-04-20 16:05:54,Standard Occupancy,10091843633,Address Matched
24389100022018021412560094920241,ETHOS,Imperial College,"Sports Centre, 7 Princes Gardens",SW7 1NA,499602460001,80,,,D,588,280,0,Dry Sports And Leisure Facility; Swimming Pool Centre,2018-02-12,E09000033,E14000639,Greater London Authority,2018-02-14,Dry Sports And Leisure Facility,Natural Gas,,,,6845.6,,,,,,,,,,,,,No,,,4,Mixed-mode with Mechanical Ventilation,H8; H6;,"ETHOS, Imperial College, Sports Centre, 7 Princes Gardens",Westminster,Cities of London and Westminster,LONDON,2017-05-17,2017-04-01,2018-02-14 12:56:00,Extended Occupancy,10033591616,Address Matched
38497680142020053112353955730250,BLOCK E,Chelsea College of Art & Design,16 John Islip Street,SW1P 4JU,910398750003,55,63,71,C,82,45,0,University Campus,2020-05-25,E09000033,E14000639,Greater London Authority,2020-05-31,University Campus,Natural Gas,,,,2688,85,215,56,80,0,0,93,114,52,54,0,0,No,,,4,Heating and Natural Ventilation,S4;,"BLOCK E, Chelsea College of Art & Design, 16 John Islip Street",Westminster,Cities of London and Westminster,LONDON,2020-07-22,2020-04-30,2020-05-31 12:35:39,Standard Occupancy,10033569512,Address Matched
38497480142013060520253357710250,BLOCK A - C,Chelsea College of Art & Design,16 John Islip Street,SW1P 4JU,910398750001,85,75,69,D,550,359,0,University campus,2013-05-23,E09000033,E14000639,Greater London Authority,2013-06-05,University campus,Natural Gas,,,,11572,160,248,86,80,0,0,465,380,269,321,0,0,Yes,,2,3,Heating and Mechanical Ventilation,S4;,"BLOCK A - C, Chelsea College of Art & Design, 16 John Islip Street",Westminster,Cities of London and Westminster,LONDON,2013-07-18,2013-04-30,2013-06-05 20:25:33,Standard Occupancy,10033569512,Address Matched
44483601062016092114165085910251,MAIN COMPLEX,Royal Courts of Justice,Strand,WC2A 2LL,581105500011,52,61,57,C,1471,828,0,General Office,2016-09-12,E09000033,E14000639,Greater London Authority,2016-09-21,General Office,Natural Gas,,,,60834,70,105,44,95,0,0,1911,1571,801,1068,0,0,No,,,4,Heating and Mechanical Ventilation,C1;,"MAIN COMPLEX, Royal Courts of Justice, Strand",Westminster,Cities of London and Westminster,LONDON,2016-06-30,2016-03-31,2016-09-21 14:16:50,Standard Occupancy,100023430224,Address Matched
13915030922015070707221238920254,RCS1,Imperial College London,Exhibition Road,SW7 2AZ,537538800004,269,,,G,1779,214,0,University Campus,2014-12-12,E09000033,E14000639,Greater London Authority,2015-07-07,University Campus,Natural Gas,,Not applicable,Not applicable,6356.1,174,266,509,118,0,0,,,,,,,No,,,5,Heating and Mechanical Ventilation,S4;,"RCS1, Imperial College London, Exhibition Road",Westminster,Cities of London and Westminster,LONDON,2015-07-01,2015-05-02,2015-07-07 07:22:12,Extended Occupancy,,
1620110902017020813095274200210,,Westminster Kingsway College,Peter Street,W1F 0HS,394011270000,68,62,58,C,98,36,0,University Campus,2015-09-24,E09000033,E14000639,Greater London Authority,2017-02-08,University Campus,Natural Gas,,,,2152,87,221,83,90,0,0,97,88,29,29,0,0,Yes,39,,1,Heating and Natural Ventilation,S4;,"Westminster Kingsway College, Peter Street",Westminster,Cities of London and Westminster,LONDON,2016-11-30,2016-10-31,2017-02-08 13:09:52,Extended Occupancy,100023471970,Address Matched
607120302011032716030702300210,,The Ministry of Justice,Fifth Floor,SW1P 4QD,438252300000,111,126,9999,E,89,14,0,General Office,2010-09-22,E09000033,E14000639,Greater London Authority,2011-03-27,General Office,Natural Gas,,,,1234,58,119,131,95,0,0,87,0,29,0,0,0,Yes,,2,1,Air Conditioning,C1;,"The Ministry of Justice, Fifth Floor",Westminster,Cities of London and Westminster,LONDON,2010-09-22,2010-08-31,2011-03-27 16:03:07,Standard Occupancy,,
29915760202011110116213629840210,CAMBRIDGE WING,Imperial College Healthcare NHS Trust,St Mary's Hospital,W2 1NY,624686820004,166,178,176,G,1545,631,0,Hospital - Clinical And Research,2011-09-21,E09000033,E14000639,Greater London Authority,2011-11-01,Hospital - Clinical And Research,Natural Gas,,,,10167.55,320,408,276,90,0,0,1651,1578,661,693,0,0,Yes,,2,1,Heating and Natural Ventilation,S6;,"CAMBRIDGE WING, Imperial College Healthcare NHS Trust, St Mary's Hospital",Westminster,Cities of London and Westminster,LONDON,2011-09-30,2011-06-30,2011-11-01 16:21:36,Standard Occupancy,,
29916160242011110116304129880210,OUTPATIENTS DEPARTMENT,Imperial College Healthcare NHS Trust,St Mary's Hospital,W2 1NY,624686820008,79,128,146,D,255,73,0,Hospital - Clinical And Research,2011-09-21,E09000033,E14000639,Greater London Authority,2011-11-01,Hospital - Clinical And Research,Natural Gas,,,,3203.04,117,408,145,90,0,0,320,273,76,24,0,0,Yes,,2,1,Mixed-mode with Natural Ventilation,S6;,"OUTPATIENTS DEPARTMENT, Imperial College Healthcare NHS Trust, St Mary's Hospital",Westminster,Cities of London and Westminster,LONDON,2011-09-30,2011-06-30,2011-11-01 16:30:41,Standard Occupancy,,
854220742016092316561247600210,,"Department for Business, Energy & Industrial Strategy",1 Victoria Street,SW1H 0ET,678872640000,117,127,114,E,2921,394,0,General Office,2016-09-23,E09000033,E14000639,Greater London Authority,2016-09-23,General Office,Natural Gas,,,,38916.25,52,105,136,95,0,0,3165,3503,452,414,0,0,Yes,,3,3,Air Conditioning,C1;,"Department for Business, Energy & Industrial Strategy, 1 Victoria Street",Westminster,Cities of London and Westminster,LONDON,2016-05-01,2016-03-31,2016-09-23 16:56:12,Standard Occupancy,100023337684,Address Matched
3761260502010092216052132200210,,"25, Taunton Place",,NW1 6HB,755676230000,212,232,,G,787,228,0,University Campus,2010-09-22,E09000033,E14000639,Greater London Authority,2010-09-22,University Campus,Natural Gas,,,,3981,295,285,360,118,0,0,835,,251,,0,,Yes,,3,5,Mixed-mode with Mechanical Ventilation,S4;,"25, Taunton Place",Westminster,Cities of London and Westminster,LONDON,2009-10-13,2009-10-01,2010-09-22 16:05:21,,100023072485,Address Matched
880050702016092609514857900210,,"Department for Business, Energy & Industrial Strategy",151 Buckingham Palace Road,SW1W 9SZ,973765950000,167,159,175,G,2492,142,0,General Office,2016-09-23,E09000033,E14000639,Greater London Authority,2016-09-26,General Office,Natural Gas,,,,21751.25,34,105,208,95,0,0,2637,2891,163,174,0,0,Yes,2609,,1,Air Conditioning,C1;,"Department for Business, Energy & Industrial Strategy, 151 Buckingham Palace Road",Westminster,Cities of London and Westminster,LONDON,2016-05-01,2016-03-31,2016-09-26 09:51:48,Standard Occupancy,100023346367,Address Matched
443097252009092117025507000212,,H M Revenue & Customs,100 Parliament Street,SW1A 2BQ,223577610000,83,84,,D,2878,620,,General office,2009-09-21,E09000033,E14000639,Greater London Authority,2009-09-21,General office,District Heating,,,,48965,67,126,107,113,0,0,2911,,579,,,,Yes,,3,5,Heating and Natural Ventilation,C1;,"H M Revenue & Customs, 100 Parliament Street",Westminster,Cities of London and Westminster,LONDON,2009-09-21,2009-06-30,2009-09-21 17:02:55,,,
2724830922015120304255610990220,,Portman Family Centre,12 Salisbury Street,NW8 8DE,212439000000,107,,,E,28,39,0,Schools And Seasonal Public Buildings,2015-11-12,E09000033,E14001036,Greater London Authority,2015-12-03,Schools And Seasonal Public Buildings,Natural Gas,,,,1057,,,,,,,,,,,,,No,,,4,Heating and Natural Ventilation,S3;,"Portman Family Centre, 12 Salisbury Street",Westminster,Westminster North,LONDON,2015-11-01,2015-09-02,2015-12-03 04:25:56,Extended Occupancy,10033542959,Address Matched
801420902019073014460483600230,,26-46 Lisson Grove,,NW1 6TZ,395742680000,105,96,95,E,205,57,0,General Office,2018-07-27,E09000033,E14000639,Greater London Authority,2019-07-30,General Office,Oil,,,,3403,63,107,109,95,0,0,188,181,55,77,0,0,Yes,504,,1,Air Conditioning,C1;,26-46 Lisson Grove,Westminster,Cities of London and Westminster,LONDON,2019-08-01,2019-06-01,2019-07-30 14:46:04,Standard Occupancy,10033548864,Address Matched
20630430702009081917265840710230,59-61 PORTLAND PLACE,"59, Portland Place",,W1B 1QW,676083740001,215,,,G,83,39,,Schools and seasonal public buildings,2009-07-20,E09000033,E14000639,Greater London Authority,2009-08-19,Schools and seasonal public buildings,Natural Gas,,Not applicable,Not applicable,1127,177,146,135,40,0,0,,,,,,,Yes,,2,5,Mixed-mode with Mechanical Ventilation,S3;,"59-61 PORTLAND PLACE, 59, Portland Place",Westminster,Cities of London and Westminster,LONDON,2009-07-20,2009-06-30,2009-08-19 17:26:58,,,
5092358032009090714213443900001,,Tate Gallery,Millbank,SW1P 4RG,511308010000,232,303,,G,4348,1407,,Cultural activities,2008-11-14,E09000033,E14000639,Greater London Authority,2009-09-07,Cultural activities,Natural Gas,,,,28859,251,210,274,82,0,0,5095,,1436,,,,Yes,,3,5,Mixed-mode with Mechanical Ventilation,H4;,"Tate Gallery, Millbank",Westminster,Cities of London and Westminster,LONDON,2009-10-31,2009-07-31,2009-09-07 14:21:34,,10033538284,Address Matched
1481571032009093011400218000002,,Fielden House,"13, Little College Street",SW1P 3SH,721809230000,152,80,,G,163,33,,General office,2009-09-29,E09000033,E14000639,Greater London Authority,2009-09-30,General office,Grid Supplied Electricity,,,,1719,35,117,172,95,0,0,84,,17,,,,Yes,,2,4,Air Conditioning,C1;,"Fielden House, 13, Little College Street",Westminster,Cities of London and Westminster,LONDON,2009-09-30,2009-06-30,2009-09-30 11:40:02,,10033605297,Address Matched
10912010022010072808480064230010,,Imperial College,"Royal School of Mines, Prince Consort Road",SW7 2BP,168810410000,190,,,G,2528,906,0,General Office; Laboratory Or Operating Theatre; University Campus; Workshop,2010-07-20,E09000033,E14000639,Greater London Authority,2010-07-28,University Campus,Natural Gas,,,,20135,232,180,228,100,0,0,,,,,,,Yes,,2,5,Heating and Mechanical Ventilation,C1; S10; S4; W3;,"Imperial College, Royal School of Mines, Prince Consort Road",Westminster,Cities of London and Westminster,LONDON,2010-07-01,2010-05-31,2010-07-28 08:48:00,,,
6702980022014053011185870750010,,University of Westminster,35 Marylebone Road,NW1 5LS,173786070000,70,84,91,C,1095,668,0,University Campus,2014-05-30,E09000033,E14000639,Greater London Authority,2014-05-30,University Campus,Natural Gas,,,,27738,124,242,72,80,0,0,1283,1797,780,449,0,0,Yes,,3,5,Heating and Natural Ventilation,S4;,"University of Westminster, 35 Marylebone Road",Westminster,Cities of London and Westminster,LONDON,2014-02-01,2013-12-31,2014-05-30 11:18:58,Standard Occupancy,100022779973,Address Matched
